Species,Family,Higher_level,Diversity,Size/Weight/Age,Length Type,Min depth,Max depth,Northernmost Lat (north is +),Southernmost Lat,Max abs lat,Min temp,Max temp,Trophic Level,distribution,habitat,burrowing,Activity,Citation,Categories,Counter
Synodus_hoshinonis,Synodontidae,,,26,TL male/unsexed,60,96,NA,NA,NA,NA,NA,4.2,"Indo-West Pacific:  Red Sea and Mozambique (Ref. 11228) to the Andaman Sea and southern Japan, south to Arafura Sea and New Caledonia.",demersal; brackish; marine; depth range 60 - 96 m (Ref. 3520),,NA,,,
Synodus_kaianus,Synodontidae,,,30,SL male/unsexed,48,326,NA,NA,NA,NA,NA,4.3,Pacific Ocean:  Japan and the East Indies to Hawaii.,demersal; marine; depth range 48 - 326 m (Ref. 58302),,NA,,,
Synodus_lacertinus,Synodontidae,,,20,TL male/unsexed,1,27,28,,28,NA,NA,4.2,"Eastern Pacific:  Guayamas, Mexico (Ref. 9348) to Chile (Ref. 9068).","reef-associated; marine; depth range 1 - 27 m (Ref. 9348), usually 1 - 27 m (Ref. 9348)",,NA,,,
Synodus_lucioceps,Synodontidae,,,64,TL male/unsexed,1,229,38,22,38,NA,NA,4.5,"Eastern Pacific:  San Francisco, USA to Cabo San Lucas and Guayamas,  Mexico.  Reported from British Columbia (Ref. 11980) and the Galapagos Islands (Ref. 5227).","reef-associated; marine; depth range 1 - 229 m (Ref. 2850), usually 2 - 50 m (Ref. 9348)",,NA,,,
Synodus_saurus,Synodontidae,,,40,SL male/unsexed,? ,400,45,14,45,NA,NA,4.5,"Eastern Atlantic:  Morocco to Cape Verde, including Azores and the Mediterranean.  Western Atlantic:  Bermuda and the Bahamas to the Lesser Antilles (Leeward Islands).","demersal; marine; depth range ? - 400 m (Ref. 4472), usually ? - 20 m (Ref. 4472)",,NA,,,
Synodus_ulae,Synodontidae,,,30,SL male/unsexed,1,121,NA,NA,NA,NA,NA,4.2,Pacific Ocean:  Japan to Hawaii.,demersal; marine; depth range 1 - 121 m (Ref. 58302),,NA,,,
Trachinocephalus_myops,Synodontidae,,,40,TL male/unsexed,? ,400,40,-40,40,NA,NA,4.4,"Worldwide in tropical and warm temperate waters with the exception of the eastern Pacific and the northeast Atlantic north of Cape Blanc, Africa.","reef-associated; marine; depth range ? - 400 m (Ref. 9710), usually 3 - 90 m (Ref. 4472)",,NA,,,
Pelates_octolineatus,Terapontidae,,,28,TL male/unsexed,NA,NA,,-26,26,NA,NA,3,Eastern Indian Ocean:  Endemic to southern Australia.,demersal; marine,,NA,,,
Terapon_jarbua,Terapontidae,,,36,TL male/unsexed,20,350,32,-34,34,26,29,3.9,"Indo-Pacific:  Red Sea and East Africa to Samoa, north to southern Japan, south to the Arafura Sea (Ref. 9819), Australia, and Lord Howe Island.  ",demersal; catadromous (Ref. 51243); freshwater; brackish; marine; depth range 20 - 350 m (Ref. 58488),,NA,,,
Terapon_theraps,Terapontidae,,,30,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.5,"Indo-West Pacific:  East Africa, Madagascar, Seychelles, Red Sea, Arabian Peninsula, Persian Gulf to India and Andaman Islands; and southeast Asia.  Reaches south to the Arafura Sea (Ref. 9819) and northern Australia (Ref. 3131).",reef-associated; freshwater; brackish; marine,,NA,,,
Canthigaster_bennetti,Tetraodontidae,,,10,TL male/unsexed,1,15,23,-32,32,NA,NA,2.5,"Indo-Pacific:  East Africa south to Port Alfred, South Africa (Ref. 4919) and east to Tuamoto Islands, north to southern Taiwan, south to New South Wales.  Reported from Tanabe Bay, Japan (Ref. 559).",reef-associated; marine; depth range 1 - 12 m (Ref. 30874),,NA,,,
Canthigaster_janthinoptera,Tetraodontidae,,,9,TL male/unsexed,1,30,32,-32,32,NA,NA,3.1,"Indo-Pacific:  East Africa south to Transkei, South Africa (Ref. 4919) and east to the Line, Marquesan, and Oeno islands, north to southern Japan, south to Lord Howe Island.  Replaced by Canthigaster jactator in the Hawaiian Islands and  Canthigaster punctatissimus in the tropical eastern Pacific (Ref. 37816).",reef-associated; marine; depth range 1 - 30 m (Ref. 1602),,NA,,,
Canthigaster_valentini,Tetraodontidae,,,11,TL male/unsexed,1,55,32,-32,32,NA,NA,2.8,"Indo-Pacific:  Red Sea south to Durban, South Africa (Ref. 4919) and east to the Tuamoto Islands, north to southern Japan, south to Lord Howe Island.  ",reef-associated; marine; depth range 1 - 55 m (Ref. 1602),,NA,,,
Chelonodon_patoca,Tetraodontidae,,,38,SL male/unsexed,1,5,NA,NA,NA,23,28,3.1,"Indo-Pacific:  East Africa  to the Admiralty Islands, New Britain and Trobiand Islands, north to China, south to northern Australia.",reef-associated; anadromous (Ref. 51243); freshwater; brackish; marine; depth range 4 - ? m (Ref. 48637),,NA,,,
Lagocephalus_gloveri,Tetraodontidae,,,35,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.7,"Indo-West Pacific:  Shizuoka Prefecture, Japan to the West Pacific.",demersal; marine,,NA,,,
Lagocephalus_inermis,Tetraodontidae,,,90,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.9,"Indo-West Pacific:  Algoa Bay, South Africa to southern Japan.",demersal; marine,,NA,,,
Lagocephalus_laevigatus,Tetraodontidae,,,100,TL male/unsexed,10,180,44,-40,44,NA,NA,4,"Western Atlantic:  New England, USA and Bermuda to Argentina (Ref. 47377).  Eastern Atlantic:  Mauritania to Namibia (Ref. 27121).",pelagic-neritic; brackish; marine; depth range 10 - 180 m (Ref. 27121),,NA,,,
Lagocephalus_lagocephalus_lagocephalus,Tetraodontidae,,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Atlantic, Indian and Pacific:  in tropical and subtropical waters.  Western Atlantic:  Newfoundland, Canada to Brazil (Ref. 36453).  Eastern Atlantic:  Orkney Island and the Azores to South Africa (but very rare in the north), also in the Mediterranean (Ref. 10001).","benthopelagic; oceanodromous (Ref. 51243); marine; depth range 10 - 476 m (Ref. 39327), usually 10 - 100 m (Ref. 2700)",,NA,,,
Lagocephalus_lunaris,Tetraodontidae,,,45,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.7,"Indo-West Pacific:  Red Sea and Persian Gulf  to South Africa, east along the continental shores to western Pacific, from Japan to Australia (Ref. 11441).  Southeast Atlantic:  south coast of South Africa.",demersal; oceanodromous (Ref. 51243); brackish; marine,,NA,,,
Lagocephalus_sceleratus,Tetraodontidae,,,110,SL male/unsexed,18,100,NA,NA,NA,NA,NA,3.7,Indo-West Pacific (Ref. 4919).  Lessepsian migration to the Mediterranean Sea (Ref. 55043).,reef-associated; marine; depth range 18 - 100 m (Ref. 11441),,NA,,,
Lagocephalus_wheeleri,Tetraodontidae,,,30,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.6,"Northwest Pacific:  Japan, Taiwan, and the East China Sea.",demersal; marine,,NA,,,
Marilyna_darwinii,Tetraodontidae,,,9.5,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.3,Western Central Pacific:  Papua New Guinea.,demersal; brackish; marine,,NA,,,
Sphoeroides_annulatus,Tetraodontidae,,,44,TL male/unsexed,10,60,33,-14,33,NA,NA,3.1,"Eastern Pacific:  California, USA to Pisco, Peru and the Galapagos Islands.",reef-associated; brackish; marine; depth range 0 - 11 m (Ref. 5227),,NA,,,
Sphoeroides_dorsalis,Tetraodontidae,,,20,TL male/unsexed,18,100,37,7,37,NA,NA,3.4,"Western Central Atlantic:  Throughout the area, from North Carolina, USA to Suriname.","demersal; marine; depth range 18 - 100 m (Ref. 53033), usually 18 - 100 m (Ref. 36453)",,NA,,,
Sphoeroides_lobatus,Tetraodontidae,,,25,TL male/unsexed,10,60,34,,34,NA,NA,3.5,"Eastern Pacific:  California, USA to Chile (Ref. 9068), including the Galapagos Islands.",demersal; brackish; marine,,NA,,,
Sphoeroides_maculatus,Tetraodontidae,,,36,TL male/unsexed,10,183,54,29,54,NA,NA,4,Western Atlantic:  Newfoundland in Canada to northeastern Florida in USA.,demersal; brackish; marine; depth range 10 - 183 m (Ref. 5951),,NA,,,
Takifugu_alboplumbeus,Tetraodontidae,,,23,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.3,Indo-West Pacific.,demersal; marine,,NA,,,
Takifugu_bimaculatus,Tetraodontidae,,,30,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.3,Northwest Pacific:  Yellow Sea and East China Sea.,demersal; marine,,NA,,,
Takifugu_flavidus,Tetraodontidae,,,35,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.4,"Northwest Pacific:  Yellow Sea, the Gulf of Po-Hai and northern East China Sea.",demersal; marine,,NA,,,
Takifugu_niphobles,Tetraodontidae,,,15,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.3,Northwest Pacific:  Japan and southern Korea to Viet Nam (Ref. 46893).,demersal; marine,,NA,,,
Takifugu_oblongus,Tetraodontidae,,,40,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.2,"Indo-West Pacific:  South Africa to Indonesia, north to Japan, south to Australia.",demersal; brackish; marine,,NA,,,
Takifugu_obscurus,Tetraodontidae,,,40,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.4,Western Pacific:  East China Sea and the South China Sea.  Found in rivers in China and the Korean Peninsula.,demersal; anadromous (Ref. 58920); freshwater; brackish; marine,,NA,,,
Takifugu_pardalis,Tetraodontidae,,,30,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.3,"Northwest Pacific:  Hakodate, Japan to the East China and Yellow seas.",demersal; marine,,NA,,,
Takifugu_poecilonotus,Tetraodontidae,,,20,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.2,Northwest Pacific:  Japan and the southern Korean Peninsula.  Reported from Taiwan (Ref. 12711).,demersal; freshwater; brackish; marine,,NA,,,
Takifugu_porphyreus,Tetraodontidae,,,52,TL male/unsexed,NA,NA,44,35,44,NA,NA,3.4,"Northwest Pacific:  southern Hokkaido, Japan to the East China Sea.",demersal; marine,,NA,,,
Takifugu_pseudommus,Tetraodontidae,,,35,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.4,Northwest Pacific:  Yellow Sea and the northern East China Sea.,demersal; marine,,NA,,,
Takifugu_rubripes,Tetraodontidae,,,80,TL male/unsexed,NA,NA,46,21,46,NA,NA,3.6,"Northwest Pacific:  western part of the Sea of Japan and the East China and Yellow seas northward to Muroran, Hokkaido, Japan.",demersal; non-migratory; freshwater; brackish; marine,,NA,,,
Takifugu_stictonotus,Tetraodontidae,,,35,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.4,"Northwest Pacific:  southern Hokkaido, Japan to the East China and Yellow seas.",demersal; marine,,NA,,,
Takifugu_variomaculatus,Tetraodontidae,,,13.7,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.3,Northwest Pacific:  China.,demersal; marine,,NA,,,
Takifugu_vermicularis,Tetraodontidae,,,30,SL male/unsexed,NA,NA,40,22,40,NA,NA,3.3,Northwest Pacific:  Japan to the East China Sea.,demersal; marine,,NA,,,
Takifugu_xanthopterus,Tetraodontidae,,,50,SL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.4,Northwest Pacific:  southern Japan and East China Sea.,demersal; marine,,NA,,,
Tetractenos_glaber,Tetraodontidae,,,15,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.3,Indo-West Pacific:  southern Australia.,demersal; freshwater; brackish; marine,,NA,,,
Tetractenos_hamiltoni,Tetraodontidae,,,14,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.3,Southwest Pacific:  Australia.,demersal; marine,,NA,,,
Torquigener_pleurogramma,Tetraodontidae,,,21,TL male/unsexed,? ,30,NA,NA,NA,NA,NA,3.4,"Eastern Indian Ocean:  southern Australia, from Western Australia to New South Wales.",demersal; brackish; marine; depth range ? - 30 m (Ref. 9563),,NA,,,
Ablabys_taenianotus,Tetrarogidae,,,15,TL male/unsexed,? ,78,38,-31,38,NA,NA,3.2,"Eastern Indian Ocean and Western Pacific:  Andaman Sea to Fiji, north to Japan, south to Australia.  Replaced by Ablabys binotatus in the western Indian Ocean (Ref. 9710).",reef-associated; marine; depth range ? - 78 m (Ref. 11897),,NA,,,
Centropogon_australis,Tetrarogidae,,,15,TL male/unsexed,1,30,-25,-38,38,NA,NA,3.2,"Western Pacific:  Queensland to Victoria, Australia.",reef-associated; brackish; marine; depth range 1 - 30 m (Ref. 34095),,NA,,,
Gymnapistes_marmoratus,Tetrarogidae,,,22.5,SL male/unsexed,2,26,-10,-45,45,NA,NA,3.3,"Eastern Indian Ocean:  southern Australia, from Western Australia to Victoria, New South Wales, including Tasmania.",demersal; brackish; marine; depth range 2 - 26 m (Ref. 33616),,NA,,,
Notesthes_robusta,Tetrarogidae,,,30,SL male/unsexed,NA,NA,-10,-38,38,10,30,3.1,"Oceania:  Queensland and New South Wales, Australia.",demersal; catadromous (Ref. 51243); freshwater; brackish; marine,,NA,,,
Echiichthys_vipera,Trachinidae,,,15,SL male/unsexed,NA,NA,59,20,59,NA,NA,4.4,"Eastern Atlantic:  North Sea to the Mediterranean, Morocco and Madeira.  Reported from the Canary Islands (Ref. 3397).",demersal; marine,,NA,,,
Trachinus_collignoni,Trachinidae,,,15,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.6,"Eastern Atlantic:  tropical coast of west Africa, Gabon and Congo, probably further north and south.",demersal; marine,,NA,,,
Trachinus_draco,Trachinidae,,,53,TL male/unsexed,1,150,66,27,66,NA,NA,4.2,"Eastern Atlantic:  Norway to Morocco, Madeira and Canary Islands, including the Mediterranean and the Black Sea (Ref. 6790).  Reported from Mauritania (Ref. 55783).","demersal; marine; depth range 1 - 150 m (Ref. 6790), usually 1 - 30 m (Ref. 35388)",,NA,,,
Trachinus_radiatus,Trachinidae,,,50,TL male/unsexed,? ,150,NA,NA,NA,NA,NA,4,Eastern Atlantic:  Gibraltar to the Gulf of Guinea; probably further south.  Known from the Mediterranean (Ref. 231).,"demersal; marine; depth range ? - 150 m (Ref. 6790), usually 30 - 60 m (Ref. 6790)",,NA,,,
Pseudotriacanthus_strigilifer,Triacanthidae,,,25,TL male/unsexed,2,110,NA,NA,NA,NA,NA,2.5,Indo-Pacific:  Gulf of Oman to Indonesia and the Philippines.,demersal; brackish; marine; depth range 2 - 110 m (Ref. 3540),,NA,,,
Trixiphichthys_weberi,Triacanthidae,,,30,TL male/unsexed,? ,65,NA,NA,NA,NA,NA,3.5,Western Pacific:  Philippines through Indonesia to northern Australia.  Indian Ocean:  both sides of Bay of Bengal.,demersal; marine; depth range ? - 65 m (Ref. 9804),,NA,,,
Trichiurus_brevis,Trichiuridae,,,54.5,"TL (female)				</span>",NA,NA,NA,NA,NA,NA,NA,4,Northwest Pacific:  South China Sea.  Has never been observed in the vicinity of the Taiwan Strait according to C. Li (pers. comm.).,benthopelagic; marine,,NA,,,
Trichiurus_lepturus,Trichiuridae,,,234,TL male/unsexed,0,589,49,-54,54,NA,NA,4.4,Throughout tropical and temperate waters of the world.  Trichiurus japonicus which was originally described from Japan as Trichiurus lepturus japonicus was synonymized with Trichiurus lepturus.  Another nominal species synonymized with Trichiurus lepturus is Trichiurus nitens from the eastern Pacific Ocean (California to Peru).,"benthopelagic; amphidromous (Ref. 51243); brackish; marine; depth range 0 - 589 m (Ref. 58018), usually 100 - 350 m (Ref. 35388)",,NA,,,
Arctoscopus_japonicus,Trichodontidae,,,30,TL male/unsexed,0,550,67,32,67,NA,NA,3.5,North Pacific:  Aleutian Islands (one record) to Okhotsk and Japan seas.,bathydemersal; marine; depth range 0 - 550 m (Ref. 50550),,NA,,,
Trichodon_trichodon,Trichodontidae,,,30.5,TL male/unsexed,0,375,66,38,66,NA,NA,4,"Northwest Pacific:  Kamchatka (Ref. 27436) and the Commander Islands, Russia.  Northeast Pacific:  Aleutian Islands to Nunivak Island, Alaska and San Francisco, California, USA.",demersal; marine; depth range 0 - 375 m (Ref. 50610),,NA,,,
Aspitrigla_cuculus,Triglidae,,,50,TL male/unsexed,15,400,60,15,60,NA,NA,3.8,Eastern Atlantic:  British Isles (occasionally Norway) to Mauritania (including Madeira and Azores).  Also known throughout the Mediterranean and possibly in the Black Sea.,"demersal; marine; depth range 15 - 400 m, usually 30 - 250 m (Ref. 35388)",,NA,,,
Bellator_xenisma,Triglidae,,,11,TL male/unsexed,60,94,35,1,35,NA,NA,3.4,"Eastern Pacific:  Baja California and the Gulf of California to Colombia.  One specimen reportedly captured near Channel Islands off Santa Barbara in southern California, USA (Ref. 2850).",demersal; marine; depth range 60 - 94 m (Ref. 2850),,NA,,,
Chelidonichthys_lucerna,Triglidae,,,75,TL male/unsexed,20,318,66,9,66,8,24,4,Eastern Atlantic:  Norway to Cape Blanc (along the African coast); not recorded at Madeira and the Azores.  Also in the Mediterranean and Black seas.,demersal; marine; depth range 20 - 318 m (Ref. 56504),,NA,,,
Chelidonichthys_obscurus,Triglidae,,,34,TL male/unsexed,? ,170,53,15,53,NA,NA,3.7,"Eastern Atlantic:  southern coasts of the British Isles to Mauritania, the Azores and Madeira; Mediterranean but absent in northern Aegean Sea and Black Sea.",demersal; marine; depth range ? - 170 m,,NA,,,
Chelidonichthys_spinosus,Triglidae,,,40,TL male/unsexed,25,615,NA,NA,NA,NA,NA,3.8,"Northwest Pacific:  southern Hokkaido, Japan southward to the South China Sea.",demersal; marine; depth range 25 - 615 m (Ref. 11230),,NA,,,
Eutrigla_gurnardus,Triglidae,,,60,TL male/unsexed,10,340,70,20,70,NA,NA,3.9,"Eastern Atlantic:  Norway to Morocco, Madeira, and Iceland.  Also known from the Mediterranean and Black Sea (Ref. 4697).","demersal; brackish; marine; depth range 10 - 340 m (Ref. 56504), usually 10 - 150 m (Ref. 35388)",,NA,,,
Lepidotrigla_argus,Triglidae,,,18,TL male/unsexed,NA,NA,NA,NA,NA,NA,NA,3.5,Indo-West Pacific:  northwestern Australia.  Reported from Papua New Guinea (Ref. 6192).,demersal; marine,,NA,,,
Lepidotrigla_cavillone,Triglidae,,,20,TL male/unsexed,100,190,45,17,45,NA,NA,3.3,"Eastern Atlantic:  southern coast of Portugal to Mauritania, including the Mediterranean.  Not found in the Black Sea.",demersal; marine; depth range 100 - 190 m (Ref. 56124),,NA,,,
Lepidotrigla_grandis,Triglidae,,,16,TL male/unsexed,330,335,NA,NA,NA,NA,NA,3.4,Indo-West Pacific:  Arafura Sea (Ref. 9819) and northwestern Australia (Ref. 5978).,bathydemersal; marine; depth range 330 - 335 m (Ref. 27468),,NA,,,
Lepidotrigla_microptera,Triglidae,,,30,TL male/unsexed,40,340,NA,NA,NA,NA,NA,3.6,Northwest Pacific:  southern Japan and the Yellow Sea to the South China Sea.,demersal; oceanodromous (Ref. 51243); marine; depth range 40 - 340 m (Ref. 11230),,NA,,,
Lepidotrigla_papilio,Triglidae,,,20,SL male/unsexed,? ,60,-28,-43,43,NA,NA,3.5,"Eastern Indian Ocean:  southern Australia, from Western Australia to New  South Wales and Tasmania.",demersal; marine; depth range ? - 60 m (Ref. 33616),,NA,,,
Lepidotrigla_spinosa,Triglidae,,,NA,NA,38,45,NA,NA,NA,NA,NA,3.5,Eastern Indian Ocean:  Australia.,demersal; marine; depth range 38 - 45 m (Ref. 58018),,NA,,,
Prionotus_scitulus,Triglidae,,,25,TL male/unsexed,? ,45,38,24,38,NA,NA,3.4,Western Atlantic:  Virginia to southern Florida in USA and northern and eastern Gulf of Mexico.,demersal; marine; depth range ? - 45 m,,NA,,,
Prionotus_stephanophrys,Triglidae,,,43,TL male/unsexed,15,110,48,,48,NA,NA,3.5,"Eastern Pacific:  Columbia River in Washington, USA to Chile, but rare north of Baja California, Mexico.","demersal; brackish; marine; depth range 15 - 110 m (Ref. 2850), usually 18 - 46 m (Ref. 2850)",,NA,,,
Trigla_lyra,Triglidae,,,60,TL male/unsexed,100,700,60,-23,60,NA,NA,3.7,"Eastern Atlantic:  north of British Isles and North Sea to Walvis Bay, Namibia, including Madeira and the Mediterranean (excluding the Black Sea).","bathydemersal; marine; depth range 100 - 700 m (Ref. 35388), usually 150 - 400 m (Ref. 26999)",,NA,,,
Trigloporus_lastoviza,Triglidae,,,40,TL male/unsexed,10,150,70,-35,70,NA,NA,3.5,"Eastern Atlantic:  Norway continuously south around Cape of Good Hope to Mozambique.  Heemstra 1982 recognizes two valid subspecies, Chelidonichthys lastoviza lastoviza which ranges south to Angola and Chelidonichthys lastoviza africana occurring in South Africa (Ref. 4316).","demersal; marine; depth range 10 - 150 m (Ref. 3687), usually ? - 40 m (Ref. 12382)",,NA,,,
